Company Name,Location,Description,Website,Reason for Failure
Carwoo,"Burlingame, California, United States",Carwoo is an anonymous automobile marketplace that enables its users to purchase cars without providing personal information.,a9car.com/,
castAR,"Mountain View, California, United States",castAR offers a gaming system that provides a 3D holographic view.,www.castAR.com,
Castle,"Detroit, Michigan, United States",Castle manages rental homes for landlords using automation and on-demand labor.,entercastle.com/,
Catch.com,"San Francisco, California, United States",Catch.com creates note-taking and mobile productivity apps for Android and iOS smartphones and tablets.,catch.com,
Cedar Point Communications,"Derry, New Hampshire, United States",Cedar Point Communications provides VoIP and multimedia switching technologies for service providers and telecommunication industries.,www.cedarpointcom.com,
Cellerix,"Madrid, Madrid, Spain",Cellerix is a biotechnology company developing therapies based on adult stem cells.,www.cellerix.com,
Celona Technologies,"London, England, United Kingdom",Celona Technologies provides business-centric application data migration software that drives business changes for organizations.,www.celona.com,
CeNeRx BioPharma,"Cary, North Carolina, United States","CeNeRx BioPharma, a drug development company, engages in developing therapeutics to treat diseases related to the nervous system.",www.cenerx.com,
Cennox,"Camberley, Surrey, United Kingdom",Cennox provides sector-specific services for banking companies to increase transaction levels and reduce costs.,www.cennoxplc.com,
Centrify,"Santa Clara, California, United States",Centrify secures enterprise identities against cyberthreats that target today’s hybrid IT environment.,www.centrify.com,
Certeon,"Burlington, Massachusetts, United States",Certeon provided appliance software solutions that eliminated traditional network constraints and accelerated application performance.,www.certeon.com,
Cervel Neurotech,"Redwood City, California, United States",Cervel Neurotech was a medical device company developing solutions for non-invasive deep brain neuro-modulation procedures.,www.cervel.com,
ChaCha,"Carmel, Indiana, United States",ChaCha is a free mobile Q&A service in the U.S. enabling advertisers and marketers to reach and engage their customers in real-time.,www.chacha.com,"To understand why ChaCha failed it’s important that you understand how search engines functioned back in 2006 and the early 2000’s. Back in the day, you couldn’t just type one single word and the search engine would find every, single relevant result, including results ‘near you’, as Google can nowadays. 

No, you really had to dig deep to find exactly what you were looking for. Search engines weren’t as complex as they are now, and their algorithms certainly didn’t do much of the thinking for you. In many cases, you had to manually search at least 3-4 pages of the search engine before you found a decent result, and even then it wasn’t as tailored to your request as it is nowadays. 

If you needed something specific found on the Internet, you needed a librarian who could quickly scout through a number of articles, websites and publications. A lot of the people who really understood how to find information fast on the Internet had a master’s degree because it was so complex and difficult to scour through the tons of information without any proper algorithm. 

However, ChaCha soon got stiff competition. Google released its Panda algorithm back in 2011 that virtually put it as the de facto information source on the Internet. If you searched for something on Google, you would be lucky to find results from sites like ChaCha, Ask.com, and Answers.com. They all got pushed further down. 

Not only that but at its peak, ChaCha had 55,000 virtual employees. They faced big management problems and there were even some cultural issues they had to take care of as well. The costs of hiring people to manual do research simply became too high, when comparing them with the results you could get from Google. And in addition, it became more difficult for the guides to give proper answers on subjective matters like politics, religion and so on. 

Ultimately, hiring people to manually search and give answers to questions wasn’t a sustainable project when Google offered the same thing, only through a simple online search.

Read more on:
https://www.ibj.com/articles/61651-chacha-unable-to-find-financial-answers-shuts-down-operations
https://fourweekmba.com/failed-startup-chacha/
https://techcrunch.com/2012/04/27/qa-site-chacha-cans-uk-expansion-after-poor-user-take-up/"
ChangeCoin,"San Francisco, California, United States",ChangeCoin is a micropayment infrastructure for the Internet.,www.changetip.com/,
Chariot,"San Francisco, California, United States",Chariot allows passengers to ride a shuttle between home and work during commuting hours.,www.chariot.com,
Cheers,"Torrance, California, United States","Cheers is a positivity app for the iPhone that encourages virtual shout-outs and sharing of users' favorite people, places, and things.",chee.rs,
Cherry,"San Francisco, California, United States","Cherry, an on-demand car wash service, allows customers to park anywhere, check in online, and have their car washed where they left it.",cherry.com,
Chill,"Los Angeles, California, United States",Chill is social video discovery platform.,chill.com,
